map,scen,agents,seed,variant,solved,soc,makespan,lb,time_ms,forward_calls,rebuilds
random32-20,random-32-32-20-random-5,50,0,tb_agent_w10,True,1329,48,1216,620.7,4800,48
random32-20,random-32-32-20-random-5,50,1,vanilla,True,1350,48,1216,23.7,0,0
random32-20,random-32-32-20-random-5,50,0,pen0.1_step_w10,True,1378,65,1216,403.3,3300,66
random32-20,random-32-32-20-random-5,50,1,tb_start_w10,True,1376,48,1216,118.2,50,1
random32-20,random-32-32-20-random-5,50,1,tb_step_w10,True,1378,65,1216,387.4,3300,66
random32-20,random-32-32-20-random-5,50,1,tb_agent_w10,True,1363,65,1216,409.6,6649,66
random32-20,random-32-32-20-random-5,50,2,vanilla,True,1359,48,1216,24.1,0,0
random32-20,random-32-32-20-random-4,200,2,pen0.1_step_w10,True,6583,82,4353,1767.9,16800,84
random32-20,random-32-32-20-random-4,150,1,vanilla,True,5033,107,3273,9672.2,0,0
random32-20,random-32-32-20-random-5,50,2,tb_step_w10,True,1364,65,1216,242.0,3300,66
random32-20,random-32-32-20-random-5,50,1,tb_step_wall,True,1288,48,1216,546.5,2400,48
random32-20,random-32-32-20-random-5,50,1,pen0.1_step_w10,True,1378,65,1216,403.4,3300,66
random32-20,random-32-32-20-random-5,50,2,tb_start_w10,True,1381,48,1216,118.1,50,1
random32-20,random-32-32-20-random-5,100,0,vanilla,True,3527,93,2306,119.4,0,0
random32-20,random-32-32-20-random-5,50,2,tb_step_wall,True,1305,48,1216,343.9,2400,48
random32-20,random-32-32-20-random-5,50,2,tb_agent_w10,True,1358,65,1216,667.8,6649,66
random32-20,random-32-32-20-random-5,50,2,pen0.1_step_w10,True,1366,65,1216,397.1,3300,66
random32-20,random-32-32-20-random-5,100,0,tb_start_w10,True,3408,85,2306,155.4,100,1
random32-20,random-32-32-20-random-5,100,1,vanilla,True,3328,89,2306,59.1,0,0
random32-20,random-32-32-20-random-5,100,0,tb_step_w10,True,3681,97,2306,958.7,9800,98
random32-20,random-32-32-20-random-5,100,1,tb_step_w10,True,3331,75,2306,536.0,7600,76
random32-20,random-32-32-20-random-5,100,1,tb_start_w10,True,3297,79,2306,150.2,100,1
random32-20,random-32-32-20-random-5,100,0,tb_agent_w10,True,2841,56,2306,1277.9,11509,57
random32-20,random-32-32-20-random-5,100,0,pen0.1_step_w10,True,3874,111,2306,1060.0,11400,114
random32-20,random-32-32-20-random-5,100,2,vanilla,True,3458,89,2306,115.1,0,0
random32-20,random-32-32-20-random-5,100,0,tb_step_wall,True,3576,97,2306,1345.1,9800,98
random32-20,random-32-32-20-random-5,100,1,tb_step_wall,True,3138,78,2306,737.0,7900,79
random32-20,random-32-32-20-random-5,100,2,tb_start_w10,True,3410,78,2306,148.3,100,1
random32-20,random-32-32-20-random-5,100,1,tb_agent_w10,True,2964,65,2306,1344.3,13420,66
random32-20,random-32-32-20-random-5,100,1,pen0.1_step_w10,True,3331,75,2306,887.4,7600,76
random32-20,random-32-32-20-random-5,100,2,tb_step_w10,True,3545,83,2306,906.6,8500,85
random32-20,random-32-32-20-random-5,150,0,vanilla,True,5327,85,3412,163.2,0,0
random32-20,random-32-32-20-random-5,100,2,tb_step_wall,True,3316,83,2306,767.7,8500,85
random32-20,random-32-32-20-random-5,100,2,tb_agent_w10,True,2774,48,2306,1254.0,9606,48
random32-20,random-32-32-20-random-5,100,2,pen0.1_step_w10,True,3346,83,2306,920.3,8500,85
random32-20,random-32-32-20-random-5,150,0,tb_step_w10,True,4791,80,3412,1265.7,14400,96
random32-20,random-32-32-20-random-5,150,1,vanilla,True,5649,95,3412,178.0,0,0
random32-20,random-32-32-20-random-3,200,1,tb_start_w10,False,-1,-1,4300,20000.9,200,1
random32-20,random-32-32-20-random-5,150,0,tb_step_wall,True,4699,74,3412,1777.6,11550,77
random32-20,random-32-32-20-random-5,150,0,tb_agent_w10,True,4780,79,3412,2223.8,38099,105
random32-20,random-32-32-20-random-5,150,0,pen0.1_step_w10,True,5339,101,3412,1578.0,19950,133
random32-20,random-32-32-20-random-3,200,1,tb_step_wall,False,-1,-1,4300,20001.6,1087000,5435
random32-20,random-32-32-20-random-5,150,2,vanilla,True,5435,95,3412,180.4,0,0
random32-20,random-32-32-20-random-3,200,2,tb_start_w10,False,-1,-1,4300,20000.6,200,1
random32-20,random-32-32-20-random-5,150,2,tb_step_w10,True,5138,107,3412,1395.8,17700,118
random32-20,random-32-32-20-random-5,150,2,tb_agent_w10,True,4743,77,3412,1312.4,32765,92
random32-20,random-32-32-20-random-4,200,0,tb_step_w10,True,6468,87,4353,16344.7,1594200,7971
random32-20,random-32-32-20-random-5,150,2,tb_step_wall,True,4865,77,3412,1165.3,13050,87
random32-20,random-32-32-20-random-5,200,0,vanilla,True,12513,223,4588,335.4,0,0
random32-20,random-32-32-20-random-5,150,2,pen0.1_step_w10,True,4981,88,3412,929.1,17550,117
random32-20,random-32-32-20-random-4,200,0,pen0.1_step_w10,False,-1,-1,4353,20001.4,765400,3827
random32-20,random-32-32-20-random-4,200,1,pen0.1_step_w10,False,-1,-1,4353,20002.0,841800,4209
random32-20,random-32-32-20-random-4,200,2,tb_start_w10,False,-1,-1,4353,20000.5,200,1
random32-20,random-32-32-20-random-5,150,0,tb_start_w10,False,-1,-1,3412,20000.9,150,1
random32-20,random-32-32-20-random-5,150,1,tb_step_w10,False,-1,-1,3412,20000.2,1128150,7521
random32-20,random-32-32-20-random-5,150,1,tb_agent_w10,False,-1,-1,3412,20000.6,1906543,4809
random32-20,random-32-32-20-random-5,150,1,tb_start_w10,False,-1,-1,3412,20000.6,150,1
random32-20,random-32-32-20-random-5,150,1,tb_step_wall,False,-1,-1,3412,20000.2,1179300,7862
random32-20,random-32-32-20-random-5,150,1,pen0.1_step_w10,False,-1,-1,3412,20002.1,815850,5439
random32-20,random-32-32-20-random-5,150,2,tb_start_w10,False,-1,-1,3412,20001.0,150,1
random32-20,random-32-32-20-random-5,200,0,tb_step_w10,False,-1,-1,4588,20001.0,2057200,10286
random32-20,random-32-32-20-random-5,200,0,tb_agent_w10,False,-1,-1,4588,20000.1,3194211,6098
random32-20,random-32-32-20-random-5,200,0,tb_start_w10,False,-1,-1,4588,20000.4,200,1
random32-20,random-32-32-20-random-5,200,0,tb_step_wall,False,-1,-1,4588,20001.0,1142600,5713
random32-20,random-32-32-20-random-5,200,0,pen0.1_step_w10,False,-1,-1,4588,20000.5,1338800,6694
random32-20,random-32-32-20-random-5,200,1,vanilla,False,-1,-1,4588,20001.2,0,0
room-32-4,room-32-32-4-random-1,50,0,vanilla,True,1676,61,1320,41.6,0,0
room-32-4,room-32-32-4-random-1,50,0,tb_step_w10,True,1518,49,1320,396.5,2450,49
room-32-4,room-32-32-4-random-1,50,0,tb_agent_w10,True,1569,49,1320,714.1,4901,49
random32-20,random-32-32-20-random-5,200,1,tb_step_w10,False,-1,-1,4588,20000.1,1374400,6872
room-32-4,room-32-32-4-random-1,50,0,tb_start_w10,True,1551,49,1320,110.7,50,1
room-32-4,room-32-32-4-random-1,50,0,tb_step_wall,True,1557,48,1320,412.0,2400,48
room-32-4,room-32-32-4-random-1,50,1,vanilla,True,1749,74,1320,25.2,0,0
room-32-4,room-32-32-4-random-1,50,0,pen0.1_step_w10,True,1518,49,1320,410.3,2450,49
random32-20,random-32-32-20-random-5,200,1,tb_agent_w10,False,-1,-1,4588,20001.9,1827134,3364
random32-20,random-32-32-20-random-5,200,1,tb_start_w10,False,-1,-1,4588,20001.1,200,1
room-32-4,room-32-32-4-random-1,50,1,tb_step_w10,True,1549,48,1320,248.3,2400,48
room-32-4,room-32-32-4-random-1,50,1,tb_start_w10,True,1536,48,1320,108.7,50,1
random32-20,random-32-32-20-random-5,200,1,tb_step_wall,False,-1,-1,4588,20001.4,1135400,5677
random32-20,random-32-32-20-random-5,200,1,pen0.1_step_w10,False,-1,-1,4588,20001.8,790600,3953
room-32-4,room-32-32-4-random-1,50,2,vanilla,True,2123,108,1320,57.6,0,0
room-32-4,room-32-32-4-random-1,50,1,pen0.1_step_w10,True,1549,48,1320,256.6,2400,48
room-32-4,room-32-32-4-random-1,50,2,tb_start_w10,True,1990,108,1320,135.2,50,1
room-32-4,room-32-32-4-random-1,50,2,tb_step_w10,True,1537,48,1320,399.2,2400,48
room-32-4,room-32-32-4-random-1,50,1,tb_agent_w10,True,1566,48,1320,697.1,4802,48
room-32-4,room-32-32-4-random-1,50,2,tb_step_wall,True,1565,48,1320,414.9,2400,48
room-32-4,room-32-32-4-random-1,50,1,tb_step_wall,True,1557,48,1320,680.1,2400,48
room-32-4,room-32-32-4-random-1,50,2,pen0.1_step_w10,True,1544,48,1320,411.5,2400,48
room-32-4,room-32-32-4-random-1,100,0,vanilla,True,12553,383,2514,277.4,0,0
room-32-4,room-32-32-4-random-1,50,2,tb_agent_w10,True,1520,48,1320,708.2,4802,48
room-32-4,room-32-32-4-random-1,100,0,tb_start_w10,True,5288,140,2514,325.7,100,1
room-32-4,room-32-32-4-random-1,100,1,vanilla,True,8233,274,2514,212.2,0,0
random32-20,random-32-32-20-random-5,200,2,vanilla,False,-1,-1,4588,20000.7,0,0
room-32-4,room-32-32-4-random-1,100,0,pen0.1_step_w10,True,4651,129,2514,1256.5,13300,133
room-32-4,room-32-32-4-random-1,100,0,tb_step_w10,True,6303,188,2514,1600.0,19400,194
room-32-4,room-32-32-4-random-1,100,0,tb_agent_w10,True,5263,128,2514,1469.7,26552,130
room-32-4,room-32-32-4-random-1,100,2,vanilla,True,5017,120,2514,61.3,0,0
room-32-4,room-32-32-4-random-1,100,1,tb_start_w10,True,6023,186,2514,381.3,100,1
room-32-4,room-32-32-4-random-1,100,1,tb_step_w10,True,4979,134,2514,1296.7,13800,138
room-32-4,room-32-32-4-random-1,100,2,tb_start_w10,True,6637,198,2514,356.8,100,1
room-32-4,room-32-32-4-random-1,100,0,tb_step_wall,True,5075,152,2514,2060.5,15400,154
room-32-4,room-32-32-4-random-1,100,2,tb_step_w10,True,5357,155,2514,828.2,15800,158
room-32-4,room-32-32-4-random-1,100,1,pen0.1_step_w10,True,4106,98,2514,1086.3,10100,101
room-32-4,room-32-32-4-random-1,150,0,vanilla,True,20045,449,3707,249.4,0,0
room-32-4,room-32-32-4-random-1,100,1,tb_agent_w10,True,5850,172,2514,2902.1,38920,189
room-32-4,room-32-32-4-random-1,100,1,tb_step_wall,True,4884,126,2514,1952.6,13100,131
random32-20,random-32-32-20-random-5,200,2,tb_step_w10,False,-1,-1,4588,20001.3,2036800,10184
random32-20,random-32-32-20-random-5,200,2,tb_agent_w10,False,-1,-1,4588,20000.3,2491412,4695
room-32-4,room-32-32-4-random-1,100,2,pen0.1_step_w10,True,5773,170,2514,1594.1,17900,179
room-32-4,room-32-32-4-random-1,150,1,vanilla,True,18455,467,3707,474.9,0,0
room-32-4,room-32-32-4-random-1,150,0,tb_start_w10,True,16784,341,3707,805.5,150,1
room-32-4,room-32-32-4-random-1,100,2,tb_agent_w10,True,5419,154,2514,2578.1,32406,159
room-32-4,room-32-32-4-random-1,100,2,tb_step_wall,True,5921,167,2514,2397.4,16900,169
room-32-4,room-32-32-4-random-1,150,0,pen0.1_step_w10,True,7228,151,3707,1270.2,23700,158
room-32-4,room-32-32-4-random-1,150,0,tb_step_w10,True,8746,168,3707,2114.0,25650,171
room-32-4,room-32-32-4-random-1,150,0,tb_agent_w10,True,8422,151,3707,2267.3,47294,155
room-32-4,room-32-32-4-random-1,150,1,tb_start_w10,True,21342,385,3707,995.5,150,1
room-32-4,room-32-32-4-random-1,150,2,vanilla,True,67841,2127,3707,1051.6,0,0
room-32-4,room-32-32-4-random-1,150,1,tb_step_w10,True,9011,187,3707,2239.7,29250,195
random32-20,random-32-32-20-random-5,200,2,tb_start_w10,False,-1,-1,4588,20001.3,200,1
room-32-4,room-32-32-4-random-1,150,1,pen0.1_step_w10,True,10518,209,3707,2620.4,32100,214
room-32-4,room-32-32-4-random-1,150,2,tb_step_w10,True,14036,266,3707,3433.2,41250,275
room-32-4,room-32-32-4-random-1,150,0,tb_step_wall,True,13121,224,3707,4875.7,34350,229
room-32-4,room-32-32-4-random-1,150,2,pen0.1_step_w10,True,9007,178,3707,2348.5,27450,183
random32-20,random-32-32-20-random-5,200,2,tb_step_wall,False,-1,-1,4588,20000.5,1720800,8604
room-32-4,room-32-32-4-random-1,150,2,tb_agent_w10,True,13491,286,3707,3886.6,90132,293
room-32-4,room-32-32-4-random-1,150,1,tb_step_wall,True,13724,273,3707,5172.4,42750,285
room-32-4,room-32-32-4-random-1,150,2,tb_step_wall,True,11692,209,3707,3736.8,42600,284
random32-20,random-32-32-20-random-5,200,2,pen0.1_step_w10,False,-1,-1,4588,20000.8,1357200,6786
room-32-4,room-32-32-4-random-1,150,1,tb_agent_w10,True,13028,272,3707,6270.2,87884,284
room-32-4,room-32-32-4-random-1,200,0,pen0.1_step_w10,True,12862,154,5022,2033.3,32200,161
room-32-4,room-32-32-4-random-1,200,1,tb_start_w10,True,38755,491,5022,1004.8,200,1
room-32-4,room-32-32-4-random-1,200,1,vanilla,True,257952,5416,5022,3429.1,0,0
room-32-4,room-32-32-4-random-1,200,1,pen0.1_step_w10,True,17016,248,5022,2691.2,50600,253
room-32-4,room-32-32-4-random-1,200,1,tb_step_w10,True,20284,253,5022,4942.4,56000,280
room-32-4,room-32-32-4-random-1,200,0,tb_step_w10,True,29571,418,5022,7313.6,90800,454
room-32-4,room-32-32-4-random-1,200,1,tb_agent_w10,True,21212,259,5022,6029.3,109610,268
room-32-4,room-32-32-4-random-1,200,2,tb_step_w10,True,23582,316,5022,3316.8,68800,344
room-32-4,room-32-32-4-random-2,50,0,vanilla,True,1664,55,1277,19.7,0,0
room-32-4,room-32-32-4-random-2,50,0,tb_step_w10,True,1549,52,1277,241.0,2600,52
room-32-4,room-32-32-4-random-2,50,0,tb_agent_w10,True,1537,52,1277,419.8,5202,52
room-32-4,room-32-32-4-random-2,50,0,tb_start_w10,True,1568,52,1277,65.5,50,1
room-32-4,room-32-32-4-random-2,50,0,tb_step_wall,True,1536,52,1277,432.5,2600,52
room-32-4,room-32-32-4-random-2,50,0,pen0.1_step_w10,True,1549,52,1277,250.8,2600,52
room-32-4,room-32-32-4-random-2,50,1,vanilla,True,1694,63,1277,21.1,0,0
room-32-4,room-32-32-4-random-1,200,0,tb_agent_w10,True,19478,344,5022,9270.5,153927,369
room-32-4,room-32-32-4-random-2,50,1,tb_step_w10,True,1521,52,1277,239.5,2600,52
room-32-4,room-32-32-4-random-2,50,1,tb_start_w10,True,1581,52,1277,65.4,50,1
room-32-4,room-32-32-4-random-1,200,2,pen0.1_step_w10,True,14536,181,5022,2268.4,36600,183
room-32-4,room-32-32-4-random-2,50,1,tb_step_wall,True,1532,52,1277,388.0,2600,52
room-32-4,room-32-32-4-random-2,50,2,vanilla,True,1586,52,1277,19.1,0,0
room-32-4,room-32-32-4-random-2,50,1,pen0.1_step_w10,True,1530,52,1277,254.2,2600,52
room-32-4,room-32-32-4-random-2,50,1,tb_agent_w10,True,1517,52,1277,689.2,5203,52
room-32-4,room-32-32-4-random-2,50,2,tb_step_w10,True,1530,52,1277,241.0,2600,52
room-32-4,room-32-32-4-random-2,50,2,tb_start_w10,True,1607,56,1277,115.8,50,1
room-32-4,room-32-32-4-random-2,50,2,tb_agent_w10,True,1530,52,1277,420.0,5202,52
room-32-4,room-32-32-4-random-2,50,2,tb_step_wall,True,1525,52,1277,384.6,2600,52
room-32-4,room-32-32-4-random-2,100,0,vanilla,True,5013,127,2558,65.4,0,0
room-32-4,room-32-32-4-random-2,50,2,pen0.1_step_w10,True,1530,52,1277,411.1,2600,52
room-32-4,room-32-32-4-random-2,100,0,tb_start_w10,True,6606,203,2558,352.8,100,1
room-32-4,room-32-32-4-random-1,200,2,tb_agent_w10,True,20668,321,5022,6283.1,141749,345
room-32-4,room-32-32-4-random-2,100,0,tb_step_w10,True,7279,213,2558,1098.2,22400,224
room-32-4,room-32-32-4-random-1,200,0,tb_step_wall,True,30986,469,5022,11356.1,99200,496
room-32-4,room-32-32-4-random-2,100,1,vanilla,True,6888,216,2558,98.1,0,0
room-32-4,room-32-32-4-random-2,100,0,pen0.1_step_w10,True,4801,132,2558,800.0,13700,137
room-32-4,room-32-32-4-random-2,100,1,tb_start_w10,True,6059,179,2558,204.5,100,1
room-32-4,room-32-32-4-random-2,100,0,tb_agent_w10,True,6769,196,2558,1970.9,41561,203
room-32-4,room-32-32-4-random-2,100,0,tb_step_wall,True,5106,130,2558,1950.7,13400,134
room-32-4,room-32-32-4-random-2,100,2,vanilla,True,7181,212,2558,171.0,0,0
room-32-4,room-32-32-4-random-2,100,1,pen0.1_step_w10,True,4455,112,2558,712.6,11500,115
room-32-4,room-32-32-4-random-2,100,1,tb_step_w10,True,7039,180,2558,1728.0,18400,184
room-32-4,room-32-32-4-random-2,100,1,tb_step_wall,True,5137,130,2558,1243.8,13600,136
room-32-4,room-32-32-4-random-2,100,2,tb_start_w10,True,5844,156,2558,321.5,100,1
room-32-4,room-32-32-4-random-2,100,1,tb_agent_w10,True,7200,203,2558,2146.4,45091,220
room-32-4,room-32-32-4-random-1,200,2,tb_step_wall,True,20447,276,5022,7724.3,57200,286
room-32-4,room-32-32-4-random-2,150,0,vanilla,True,17053,343,3911,211.0,0,0
room-32-4,room-32-32-4-random-1,200,1,tb_step_wall,True,31768,433,5022,12006.5,94400,472
room-32-4,room-32-32-4-random-2,100,2,tb_step_w10,True,6390,191,2558,1619.6,19800,198
room-32-4,room-32-32-4-random-2,100,2,tb_agent_w10,True,5699,159,2558,1622.4,33386,163
room-32-4,room-32-32-4-random-2,100,2,tb_step_wall,True,4781,111,2558,1146.1,11300,113
room-32-4,room-32-32-4-random-2,100,2,pen0.1_step_w10,True,4364,109,2558,1159.7,11200,112
room-32-4,room-32-32-4-random-2,150,0,pen0.1_step_w10,True,10723,208,3911,1704.7,33000,220
room-32-4,room-32-32-4-random-1,150,2,tb_start_w10,False,-1,-1,3707,20001.0,150,1
room-32-4,room-32-32-4-random-1,200,0,vanilla,True,837068,14977,5022,17904.7,0,0
room-32-4,room-32-32-4-random-2,150,0,tb_step_w10,True,12335,266,3911,3002.1,41100,274
room-32-4,room-32-32-4-random-2,150,1,tb_step_w10,True,15087,267,3911,3534.0,42300,282
room-32-4,room-32-32-4-random-2,150,1,vanilla,True,392144,7575,3911,3779.6,0,0
room-32-4,room-32-32-4-random-2,150,0,tb_agent_w10,True,17707,315,3911,4813.7,99780,325
room-32-4,room-32-32-4-random-2,150,2,vanilla,True,22113,644,3911,640.8,0,0
room-32-4,room-32-32-4-random-2,150,1,pen0.1_step_w10,True,10009,182,3911,2490.1,28500,190
room-32-4,room-32-32-4-random-2,150,1,tb_agent_w10,True,11144,205,3911,3171.1,67073,214
room-32-4,room-32-32-4-random-1,200,0,tb_start_w10,False,-1,-1,5022,20001.4,200,1
room-32-4,room-32-32-4-random-2,150,2,tb_start_w10,True,17134,331,3911,774.5,150,1
room-32-4,room-32-32-4-random-2,150,2,tb_step_w10,True,11492,191,3911,1682.6,29400,196
room-32-4,room-32-32-4-random-1,200,2,tb_start_w10,True,34000,506,5022,14435.0,200,1
room-32-4,room-32-32-4-random-2,150,2,pen0.1_step_w10,True,11236,206,3911,1744.2,31500,210
room-32-4,room-32-32-4-random-2,150,0,tb_step_wall,True,19115,355,3911,6707.6,56700,378
room-32-4,room-32-32-4-random-2,150,2,tb_agent_w10,True,12889,252,3911,3743.9,80094,260
room-32-4,room-32-32-4-random-1,200,2,vanilla,False,-1,-1,5022,20000.7,0,0
room-32-4,room-32-32-4-random-2,150,1,tb_step_wall,True,19400,353,3911,6596.6,55050,367
room-32-4,room-32-32-4-random-2,150,2,tb_step_wall,True,18248,322,3911,6385.0,50400,336
room-32-4,room-32-32-4-random-2,200,1,tb_step_w10,True,37264,434,5290,5460.5,92000,460
room-32-4,room-32-32-4-random-2,200,0,tb_step_w10,True,42447,533,5290,9740.8,114400,572
room-32-4,room-32-32-4-random-2,200,0,pen0.1_step_w10,True,41087,490,5290,9948.1,101600,508
room-32-4,room-32-32-4-random-2,200,0,tb_step_wall,True,48909,564,5290,12151.8,134400,672
room-32-4,room-32-32-4-random-2,150,0,tb_start_w10,False,-1,-1,3911,20000.5,150,1
room-32-4,room-32-32-4-random-2,150,1,tb_start_w10,True,17277,360,3911,19490.1,150,1
room-32-4,room-32-32-4-random-2,200,2,tb_step_w10,True,22679,337,5290,3849.1,72200,361
room-32-4,room-32-32-4-random-2,200,1,tb_agent_w10,True,39392,504,5290,15808.7,223195,545
room-32-4,room-32-32-4-random-2,200,1,tb_step_wall,True,42980,499,5290,11244.3,112000,560
room-32-4,room-32-32-4-random-3,50,0,vanilla,True,1652,72,1150,43.2,0,0
room-32-4,room-32-32-4-random-2,200,0,vanilla,False,-1,-1,5290,20000.6,0,0
room-32-4,room-32-32-4-random-3,50,0,tb_step_w10,True,1536,72,1150,389.9,3600,72
room-32-4,room-32-32-4-random-3,50,0,tb_start_w10,True,1527,72,1150,115.5,50,1
room-32-4,room-32-32-4-random-2,200,0,tb_agent_w10,False,-1,-1,5290,20003.9,253037,618
room-32-4,room-32-32-4-random-2,200,0,tb_start_w10,False,-1,-1,5290,20001.3,200,1
room-32-4,room-32-32-4-random-3,50,1,vanilla,True,1544,55,1150,37.3,0,0
room-32-4,room-32-32-4-random-3,50,0,tb_agent_w10,True,1535,72,1150,680.2,7349,72
room-32-4,room-32-32-4-random-3,50,0,pen0.1_step_w10,True,1538,72,1150,251.4,3600,72
room-32-4,room-32-32-4-random-3,50,1,tb_start_w10,True,1546,71,1150,68.9,50,1
room-32-4,room-32-32-4-random-3,50,0,tb_step_wall,True,1521,72,1150,576.6,3600,72
room-32-4,room-32-32-4-random-3,50,1,tb_step_w10,True,1438,55,1150,360.5,2750,55
room-32-4,room-32-32-4-random-3,50,2,vanilla,True,1533,55,1150,37.1,0,0
room-32-4,room-32-32-4-random-3,50,1,tb_step_wall,True,1535,76,1150,370.7,4100,82
room-32-4,room-32-32-4-random-3,50,1,tb_agent_w10,True,1437,55,1150,624.4,5503,55
room-32-4,room-32-32-4-random-3,50,1,pen0.1_step_w10,True,1438,55,1150,370.6,2750,55
room-32-4,room-32-32-4-random-3,50,2,tb_start_w10,True,1642,76,1150,116.1,50,1
room-32-4,room-32-32-4-random-3,50,2,tb_step_w10,True,1449,55,1150,361.5,2750,55
room-32-4,room-32-32-4-random-3,50,2,tb_agent_w10,True,1553,76,1150,432.1,8529,81
room-32-4,room-32-32-4-random-3,100,0,vanilla,True,4084,83,2500,96.2,0,0
room-32-4,room-32-32-4-random-3,50,2,pen0.1_step_w10,True,1445,55,1150,365.9,2750,55
room-32-4,room-32-32-4-random-3,50,2,tb_step_wall,True,1578,76,1150,602.1,4050,81
room-32-4,room-32-32-4-random-3,100,0,tb_step_w10,True,4376,112,2500,666.9,11400,114
room-32-4,room-32-32-4-random-3,100,0,tb_start_w10,True,5795,157,2500,408.3,100,1
room-32-4,room-32-32-4-random-3,100,1,vanilla,True,4335,100,2500,101.7,0,0
room-32-4,room-32-32-4-random-2,200,1,vanilla,False,-1,-1,5290,20001.1,0,0
room-32-4,room-32-32-4-random-3,100,0,pen0.1_step_w10,True,4303,112,2500,745.7,11400,114
room-32-4,room-32-32-4-random-2,200,1,pen0.1_step_w10,True,55613,555,5290,13336.5,119000,595
room-32-4,room-32-32-4-random-3,100,1,tb_start_w10,True,7952,232,2500,294.0,100,1
room-32-4,room-32-32-4-random-3,100,0,tb_agent_w10,True,4428,115,2500,1943.4,23634,117
room-32-4,room-32-32-4-random-3,100,1,tb_step_w10,True,4794,133,2500,1173.9,13700,137
room-32-4,room-32-32-4-random-3,100,1,tb_agent_w10,True,4313,104,2500,1143.4,21542,106
room-32-4,room-32-32-4-random-3,100,2,vanilla,True,5224,136,2500,158.1,0,0
room-32-4,room-32-32-4-random-3,100,0,tb_step_wall,True,5055,134,2500,1817.1,13700,137
room-32-4,room-32-32-4-random-3,100,1,pen0.1_step_w10,True,5284,149,2500,826.0,15300,153
room-32-4,room-32-32-4-random-3,100,2,tb_start_w10,True,5733,164,2500,506.8,100,1
room-32-4,room-32-32-4-random-3,100,2,pen0.1_step_w10,True,4466,134,2500,735.5,13600,136
room-32-4,room-32-32-4-random-3,100,2,tb_step_w10,True,5464,156,2500,1302.9,16000,160
room-32-4,room-32-32-4-random-3,100,1,tb_step_wall,True,5030,139,2500,1840.4,14300,143
room-32-4,room-32-32-4-random-3,100,2,tb_agent_w10,True,5174,128,2500,1391.8,26594,131
room-32-4,room-32-32-4-random-3,100,2,tb_step_wall,True,5664,144,2500,1955.8,14900,149
room-32-4,room-32-32-4-random-2,200,1,tb_start_w10,False,-1,-1,5290,20000.7,200,1
room-32-4,room-32-32-4-random-3,150,1,vanilla,True,12410,236,3735,161.2,0,0
room-32-4,room-32-32-4-random-3,150,0,tb_step_w10,True,17377,358,3735,2602.1,60300,402
room-32-4,room-32-32-4-random-3,150,1,tb_step_w10,True,15241,275,3735,2222.7,47850,319
room-32-4,room-32-32-4-random-3,150,0,tb_step_wall,True,16450,322,3735,3594.8,51300,342
room-32-4,room-32-32-4-random-3,150,0,tb_agent_w10,True,11088,202,3735,4474.1,65818,212
room-32-4,room-32-32-4-random-3,150,0,pen0.1_step_w10,True,13988,281,3735,3714.8,45000,300
room-32-4,room-32-32-4-random-2,200,2,pen0.1_step_w10,True,63505,755,5290,10615.0,181400,907
room-32-4,room-32-32-4-random-2,200,2,tb_start_w10,True,85166,1034,5290,13757.0,200,1
room-32-4,room-32-32-4-random-3,150,1,tb_agent_w10,True,10968,199,3735,2900.2,62620,204
room-32-4,room-32-32-4-random-2,200,2,tb_step_wall,True,36777,478,5290,13571.5,101400,507
room-32-4,room-32-32-4-random-2,200,2,vanilla,False,-1,-1,5290,20000.5,0,0
room-32-4,room-32-32-4-random-3,150,2,tb_step_w10,True,10792,232,3735,1616.8,36000,240
room-32-4,room-32-32-4-random-3,150,1,tb_step_wall,True,15472,281,3735,3032.2,44100,294
room-32-4,room-32-32-4-random-3,150,2,vanilla,True,74204,2079,3735,2458.2,0,0
room-32-4,room-32-32-4-random-3,200,0,vanilla,True,82161,1795,4986,1311.8,0,0
room-32-4,room-32-32-4-random-3,150,1,pen0.1_step_w10,True,16538,275,3735,4011.3,43350,289
room-32-4,room-32-32-4-random-3,150,2,pen0.1_step_w10,True,10038,183,3735,2433.4,28200,188
room-32-4,room-32-32-4-random-2,200,2,tb_agent_w10,False,-1,-1,5290,20022.8,175421,427
room-32-4,room-32-32-4-random-3,200,1,vanilla,True,66256,1195,4986,1522.8,0,0
room-32-4,room-32-32-4-random-3,200,0,tb_step_w10,True,36951,526,4986,5508.5,111400,557
room-32-4,room-32-32-4-random-3,150,2,tb_agent_w10,True,17427,322,3735,8023.6,108877,349
room-32-4,room-32-32-4-random-3,150,2,tb_step_wall,True,20466,369,3735,7674.9,65850,439
room-32-4,room-32-32-4-random-3,150,0,vanilla,True,809347,17740,3735,15233.5,0,0
room-32-4,room-32-32-4-random-3,200,0,pen0.1_step_w10,True,27867,310,4986,6270.5,64800,324
room-32-4,room-32-32-4-random-3,200,0,tb_agent_w10,True,29019,419,4986,12095.4,185797,449
room-32-4,room-32-32-4-random-3,150,0,tb_start_w10,False,-1,-1,3735,20000.9,150,1
room-32-4,room-32-32-4-random-3,200,1,tb_agent_w10,True,30595,420,4986,7918.1,177141,432
room-32-4,room-32-32-4-random-3,150,1,tb_start_w10,False,-1,-1,3735,20000.4,150,1
room-32-4,room-32-32-4-random-3,200,0,tb_step_wall,True,48730,625,4986,15172.3,134200,671
room-32-4,room-32-32-4-random-3,200,1,pen0.1_step_w10,True,40294,549,4986,9828.3,118600,593
