map,scen,agents,seed,variant,solved,soc,makespan,lb,time_ms,forward_calls,rebuilds
maze-32-4,maze-32-32-4-random-2,150,1,pen0.1_step_w10,False,-1,-1,6327,20003.1,517800,3452
maze-32-4,maze-32-32-4-random-2,150,2,vanilla,False,-1,-1,6327,20000.9,0,0
maze-32-4,maze-32-32-4-random-2,150,2,tb_step_w10,False,-1,-1,6327,20002.5,538800,3592
maze-32-4,maze-32-32-4-random-2,150,2,tb_agent_w10,False,-1,-1,6327,20004.3,501351,1630
maze-32-4,maze-32-32-4-random-2,150,2,tb_start_w10,False,-1,-1,6327,20000.7,150,1
maze-32-4,maze-32-32-4-random-2,150,2,tb_step_wall,False,-1,-1,6327,20014.7,113700,758
maze-32-4,maze-32-32-4-random-2,150,2,pen0.1_step_w10,False,-1,-1,6327,20007.6,289650,1931
maze-32-4,maze-32-32-4-random-2,200,0,vanilla,False,-1,-1,8435,20000.9,0,0
maze-32-4,maze-32-32-4-random-2,200,0,tb_step_w10,False,-1,-1,8435,20008.6,276800,1384
maze-32-4,maze-32-32-4-random-2,200,0,tb_agent_w10,False,-1,-1,8435,20003.5,243595,606
maze-32-4,maze-32-32-4-random-2,200,0,tb_start_w10,False,-1,-1,8435,20000.4,200,1
maze-32-4,maze-32-32-4-random-2,200,0,tb_step_wall,False,-1,-1,8435,20016.6,114600,573
maze-32-4,maze-32-32-4-random-2,200,0,pen0.1_step_w10,False,-1,-1,8435,20005.3,382400,1912
maze-32-4,maze-32-32-4-random-2,200,1,vanilla,False,-1,-1,8435,20001.6,0,0
maze-32-4,maze-32-32-4-random-3,50,0,vanilla,True,2386,103,2101,61.4,0,0
maze-32-4,maze-32-32-4-random-2,200,1,tb_step_w10,False,-1,-1,8435,20001.6,322400,1612
maze-32-4,maze-32-32-4-random-2,200,1,tb_agent_w10,False,-1,-1,8435,20014.0,474885,1181
maze-32-4,maze-32-32-4-random-3,50,0,tb_start_w10,True,2465,108,2101,103.6,50,1
maze-32-4,maze-32-32-4-random-3,50,0,tb_step_w10,True,2255,103,2101,647.7,5150,103
maze-32-4,maze-32-32-4-random-3,50,0,pen0.1_step_w10,True,2253,103,2101,669.9,5150,103
maze-32-4,maze-32-32-4-random-3,50,1,vanilla,True,2394,103,2101,61.9,0,0
maze-32-4,maze-32-32-4-random-3,50,0,tb_agent_w10,True,2244,103,2101,1119.1,10302,103
maze-32-4,maze-32-32-4-random-3,50,0,tb_step_wall,True,2276,103,2101,995.2,5150,103
maze-32-4,maze-32-32-4-random-3,50,1,tb_start_w10,True,2472,108,2101,105.5,50,1
maze-32-4,maze-32-32-4-random-3,50,1,tb_step_w10,True,2256,103,2101,645.9,5150,103
maze-32-4,maze-32-32-4-random-2,200,1,tb_start_w10,False,-1,-1,8435,20000.4,200,1
maze-32-4,maze-32-32-4-random-3,50,2,vanilla,True,2365,103,2101,62.5,0,0
maze-32-4,maze-32-32-4-random-3,50,1,tb_agent_w10,True,2246,103,2101,1121.6,10301,103
maze-32-4,maze-32-32-4-random-3,50,1,tb_step_wall,True,2271,103,2101,1017.9,5150,103
maze-32-4,maze-32-32-4-random-3,50,1,pen0.1_step_w10,True,2253,103,2101,672.0,5150,103
maze-32-4,maze-32-32-4-random-3,50,2,tb_start_w10,True,2478,109,2101,106.5,50,1
maze-32-4,maze-32-32-4-random-3,50,2,tb_step_w10,True,2252,103,2101,647.8,5150,103
maze-32-4,maze-32-32-4-random-3,100,0,vanilla,True,5567,103,4302,126.4,0,0
maze-32-4,maze-32-32-4-random-3,50,2,pen0.1_step_w10,True,2250,103,2101,415.2,5150,103
maze-32-4,maze-32-32-4-random-3,50,2,tb_agent_w10,True,2246,103,2101,1119.4,10302,103
maze-32-4,maze-32-32-4-random-2,200,1,tb_step_wall,False,-1,-1,8435,20017.0,90000,450
maze-32-4,maze-32-32-4-random-3,100,0,tb_start_w10,True,6210,146,4302,428.3,100,1
maze-32-4,maze-32-32-4-random-3,50,2,tb_step_wall,True,2276,103,2101,1614.0,5150,103
maze-32-4,maze-32-32-4-random-2,200,1,pen0.1_step_w10,False,-1,-1,8435,20004.6,248000,1240
maze-32-4,maze-32-32-4-random-3,100,0,tb_step_w10,True,5189,103,4302,1400.1,10300,103
maze-32-4,maze-32-32-4-random-3,100,1,vanilla,True,5666,103,4302,125.3,0,0
maze-32-4,maze-32-32-4-random-2,200,2,vanilla,False,-1,-1,8435,20000.9,0,0
maze-32-4,maze-32-32-4-random-3,100,0,tb_agent_w10,True,5190,103,4302,1519.3,20611,103
maze-32-4,maze-32-32-4-random-3,100,1,tb_start_w10,True,5934,130,4302,410.4,100,1
maze-32-4,maze-32-32-4-random-3,100,1,pen0.1_step_w10,True,5158,103,4302,895.8,10300,103
maze-32-4,maze-32-32-4-random-3,100,0,pen0.1_step_w10,True,5192,103,4302,1438.4,10300,103
maze-32-4,maze-32-32-4-random-3,100,1,tb_step_w10,True,5138,103,4302,1409.8,10300,103
maze-32-4,maze-32-32-4-random-3,100,2,tb_step_w10,True,5197,103,4302,861.7,10300,103
maze-32-4,maze-32-32-4-random-3,100,1,tb_step_wall,True,5194,103,4302,2100.8,10300,103
maze-32-4,maze-32-32-4-random-3,100,1,tb_agent_w10,True,5135,103,4302,2457.5,20611,103
maze-32-4,maze-32-32-4-random-3,150,0,vanilla,True,10181,106,6394,189.8,0,0
maze-32-4,maze-32-32-4-random-3,100,0,tb_step_wall,True,5199,103,4302,3445.6,10300,103
maze-32-4,maze-32-32-4-random-2,200,2,tb_step_w10,False,-1,-1,8435,20004.8,282200,1411
maze-32-4,maze-32-32-4-random-3,100,2,pen0.1_step_w10,True,5217,103,4302,874.3,10300,103
maze-32-4,maze-32-32-4-random-2,200,2,tb_agent_w10,False,-1,-1,8435,20016.7,252039,625
maze-32-4,maze-32-32-4-random-3,100,2,tb_agent_w10,True,5122,103,4302,2469.8,20613,103
maze-32-4,maze-32-32-4-random-3,100,2,tb_step_wall,True,5171,103,4302,2151.4,10300,103
maze-32-4,maze-32-32-4-random-3,150,0,tb_step_wall,True,9033,103,6394,3482.5,15450,103
maze-32-4,maze-32-32-4-random-3,150,0,tb_agent_w10,True,8810,103,6394,4113.7,30982,103
maze-32-4,maze-32-32-4-random-3,150,1,tb_agent_w10,True,8811,103,6394,2499.4,30967,103
maze-32-4,maze-32-32-4-random-2,200,2,tb_start_w10,False,-1,-1,8435,20001.1,200,1
maze-32-4,maze-32-32-4-random-3,150,0,pen0.1_step_w10,True,13968,470,6394,7385.1,114900,766
maze-32-4,maze-32-32-4-random-3,150,0,tb_step_w10,True,19146,700,6394,8660.9,167700,1118
maze-32-4,maze-32-32-4-random-3,150,1,tb_step_wall,True,8925,103,6394,3799.2,15450,103
maze-32-4,maze-32-32-4-random-3,150,2,vanilla,True,34218,1319,6394,2423.0,0,0
maze-32-4,maze-32-32-4-random-2,200,2,tb_step_wall,False,-1,-1,8435,20006.2,88200,441
maze-32-4,maze-32-32-4-random-2,200,2,pen0.1_step_w10,False,-1,-1,8435,20001.1,400000,2000
maze-32-4,maze-32-32-4-random-3,150,1,pen0.1_step_w10,True,12107,356,6394,5788.7,160200,1068
maze-32-4,maze-32-32-4-random-3,150,0,tb_start_w10,True,50853,1323,6394,13855.2,150,1
maze-32-4,maze-32-32-4-random-3,150,2,tb_agent_w10,True,8867,103,6394,4070.6,30963,103
maze-32-4,maze-32-32-4-random-3,150,1,tb_step_w10,True,31637,1253,6394,13699.0,476400,3176
maze-32-4,maze-32-32-4-random-3,150,2,tb_step_w10,True,19214,705,6394,6560.5,204150,1361
maze-32-4,maze-32-32-4-random-3,150,1,tb_start_w10,True,38386,942,6394,11250.8,150,1
maze-32-4,maze-32-32-4-random-3,150,2,tb_step_wall,True,8804,103,6394,5649.9,15450,103
maze-32-4,maze-32-32-4-random-3,100,2,vanilla,False,-1,-1,4302,20001.1,0,0
maze-32-4,maze-32-32-4-random-3,100,2,tb_start_w10,False,-1,-1,4302,20001.0,100,1
maze-32-4,maze-32-32-4-random-3,150,1,vanilla,False,-1,-1,6394,20000.5,0,0
maze-32-4,maze-32-32-4-random-3,150,2,tb_start_w10,False,-1,-1,6394,20001.2,150,1
maze-32-4,maze-32-32-4-random-3,150,2,pen0.1_step_w10,False,-1,-1,6394,20001.2,615300,4102
maze-32-4,maze-32-32-4-random-3,200,0,vanilla,False,-1,-1,8656,20001.7,0,0
maze-32-4,maze-32-32-4-random-3,200,0,tb_step_w10,False,-1,-1,8656,20002.0,418000,2090
maze-32-4,maze-32-32-4-random-3,200,0,tb_agent_w10,False,-1,-1,8656,20007.5,340339,821
maze-32-4,maze-32-32-4-random-3,200,0,tb_start_w10,False,-1,-1,8656,20000.8,200,1
maze-32-4,maze-32-32-4-random-3,200,0,tb_step_wall,False,-1,-1,8656,20007.0,182800,914
maze-32-4,maze-32-32-4-random-3,200,0,pen0.1_step_w10,False,-1,-1,8656,20000.9,366800,1834
maze-32-4,maze-32-32-4-random-3,200,1,vanilla,False,-1,-1,8656,20000.6,0,0
maze-32-4,maze-32-32-4-random-4,50,0,vanilla,True,2450,95,2045,52.1,0,0
maze-32-4,maze-32-32-4-random-4,50,0,tb_step_w10,True,2264,95,2045,648.5,4750,95
maze-32-4,maze-32-32-4-random-3,200,1,tb_step_w10,False,-1,-1,8656,20008.1,365000,1825
maze-32-4,maze-32-32-4-random-4,50,0,tb_start_w10,True,2430,97,2045,174.9,50,1
maze-32-4,maze-32-32-4-random-4,50,0,tb_agent_w10,True,2258,95,2045,1125.2,9503,95
maze-32-4,maze-32-32-4-random-3,200,1,tb_agent_w10,False,-1,-1,8656,20012.8,269255,667
maze-32-4,maze-32-32-4-random-4,50,1,vanilla,True,2478,97,2045,56.0,0,0
maze-32-4,maze-32-32-4-random-4,50,0,pen0.1_step_w10,True,2268,95,2045,669.9,4750,95
maze-32-4,maze-32-32-4-random-4,50,1,tb_step_w10,True,2262,95,2045,644.6,4750,95
maze-32-4,maze-32-32-4-random-4,50,1,tb_start_w10,True,2423,96,2045,174.2,50,1
maze-32-4,maze-32-32-4-random-4,50,0,tb_step_wall,True,2283,95,2045,1727.3,4750,95
maze-32-4,maze-32-32-4-random-4,50,1,tb_agent_w10,True,2256,95,2045,1137.1,9503,95
maze-32-4,maze-32-32-4-random-4,50,2,vanilla,True,2368,95,2045,52.6,0,0
maze-32-4,maze-32-32-4-random-4,50,1,pen0.1_step_w10,True,2262,95,2045,669.7,4750,95
maze-32-4,maze-32-32-4-random-4,50,2,tb_step_w10,True,2262,95,2045,649.5,4750,95
maze-32-4,maze-32-32-4-random-4,50,2,tb_start_w10,True,2433,96,2045,172.5,50,1
maze-32-4,maze-32-32-4-random-3,200,1,tb_start_w10,False,-1,-1,8656,20000.9,200,1
maze-32-4,maze-32-32-4-random-4,50,1,tb_step_wall,True,2287,95,2045,1721.1,4750,95
maze-32-4,maze-32-32-4-random-4,100,0,vanilla,True,5046,97,3881,111.5,0,0
maze-32-4,maze-32-32-4-random-4,50,2,tb_agent_w10,True,2260,95,2045,1138.2,9503,95
maze-32-4,maze-32-32-4-random-4,50,2,pen0.1_step_w10,True,2262,95,2045,659.3,4750,95
maze-32-4,maze-32-32-4-random-4,100,0,tb_start_w10,True,5829,145,3881,411.7,100,1
maze-32-4,maze-32-32-4-random-4,50,2,tb_step_wall,True,2285,95,2045,1711.0,4750,95
maze-32-4,maze-32-32-4-random-4,100,0,tb_step_w10,True,4609,95,3881,1273.3,9500,95
maze-32-4,maze-32-32-4-random-4,100,1,vanilla,True,4976,95,3881,110.6,0,0
maze-32-4,maze-32-32-4-random-4,100,0,tb_agent_w10,True,4616,95,3881,2234.2,19005,95
maze-32-4,maze-32-32-4-random-4,100,0,pen0.1_step_w10,True,4617,95,3881,1309.0,9500,95
maze-32-4,maze-32-32-4-random-4,100,1,tb_step_w10,True,4603,95,3881,1267.1,9500,95
maze-32-4,maze-32-32-4-random-4,100,1,tb_start_w10,True,5447,129,3881,434.4,100,1
maze-32-4,maze-32-32-4-random-4,100,0,tb_step_wall,True,4672,95,3881,3098.3,9500,95
maze-32-4,maze-32-32-4-random-4,100,2,vanilla,True,5011,95,3881,110.9,0,0
maze-32-4,maze-32-32-4-random-4,100,1,pen0.1_step_w10,True,4601,95,3881,1308.4,9500,95
maze-32-4,maze-32-32-4-random-4,100,1,tb_agent_w10,True,4627,95,3881,2234.2,19004,95
maze-32-4,maze-32-32-4-random-4,100,2,tb_start_w10,True,5429,129,3881,449.4,100,1
maze-32-4,maze-32-32-4-random-4,100,2,tb_step_w10,True,4669,95,3881,1271.7,9500,95
maze-32-4,maze-32-32-4-random-4,100,1,tb_step_wall,True,4672,95,3881,3112.8,9500,95
maze-32-4,maze-32-32-4-random-4,150,0,vanilla,True,8882,95,5995,169.3,0,0
maze-32-4,maze-32-32-4-random-4,100,2,tb_agent_w10,True,4625,95,3881,2200.6,19005,95
maze-32-4,maze-32-32-4-random-4,100,2,pen0.1_step_w10,True,4656,95,3881,1313.8,9500,95
maze-32-4,maze-32-32-4-random-4,150,0,tb_start_w10,True,11019,229,5995,803.2,150,1
maze-32-4,maze-32-32-4-random-4,100,2,tb_step_wall,True,4694,95,3881,3167.2,9500,95
maze-32-4,maze-32-32-4-random-4,150,0,tb_step_w10,True,7830,95,5995,2060.7,14250,95
maze-32-4,maze-32-32-4-random-4,150,1,vanilla,True,8589,99,5995,173.0,0,0
maze-32-4,maze-32-32-4-random-3,200,1,tb_step_wall,False,-1,-1,8656,20008.1,184800,924
maze-32-4,maze-32-32-4-random-4,150,0,tb_agent_w10,True,7718,95,5995,3553.4,28526,95
maze-32-4,maze-32-32-4-random-3,200,1,pen0.1_step_w10,False,-1,-1,8656,20001.0,1075000,5375
maze-32-4,maze-32-32-4-random-4,150,0,pen0.1_step_w10,True,8310,95,5995,2228.6,14250,95
maze-32-4,maze-32-32-4-random-4,150,1,tb_step_w10,True,7943,97,5995,2091.0,14550,97
maze-32-4,maze-32-32-4-random-4,150,2,vanilla,True,8873,95,5995,170.3,0,0
maze-32-4,maze-32-32-4-random-4,150,1,tb_agent_w10,True,7708,95,5995,2209.3,28532,95
maze-32-4,maze-32-32-4-random-3,200,2,vanilla,False,-1,-1,8656,20000.3,0,0
maze-32-4,maze-32-32-4-random-4,150,1,tb_start_w10,True,10200,193,5995,1200.5,150,1
maze-32-4,maze-32-32-4-random-4,150,2,tb_start_w10,True,9947,177,5995,803.7,150,1
maze-32-4,maze-32-32-4-random-3,200,2,tb_step_w10,False,-1,-1,8656,20001.1,366600,1833
maze-32-4,maze-32-32-4-random-4,150,0,tb_step_wall,True,7852,95,5995,5117.0,14250,95
maze-32-4,maze-32-32-4-random-4,150,1,pen0.1_step_w10,True,7809,105,5995,2150.2,15750,105
maze-32-4,maze-32-32-4-random-3,200,2,tb_agent_w10,False,-1,-1,8656,20020.0,274168,682
maze-32-4,maze-32-32-4-random-4,150,2,tb_step_w10,True,7924,95,5995,2069.4,14250,95
maze-32-4,maze-32-32-4-random-4,150,2,tb_agent_w10,True,7793,95,5995,2219.2,28533,95
maze-32-4,maze-32-32-4-random-4,150,1,tb_step_wall,True,7779,95,5995,3040.2,14250,95
maze-32-4,maze-32-32-4-random-3,200,2,tb_start_w10,False,-1,-1,8656,20001.1,200,1
maze-32-4,maze-32-32-4-random-3,200,2,tb_step_wall,False,-1,-1,8656,20008.8,293000,1465
maze-32-4,maze-32-32-4-random-3,200,2,pen0.1_step_w10,False,-1,-1,8656,20001.2,281400,1407
maze-32-4,maze-32-32-4-random-4,150,2,pen0.1_step_w10,True,7966,105,5995,2162.5,15750,105
maze-32-4,maze-32-32-4-random-4,150,2,tb_step_wall,True,7936,95,5995,4984.8,14250,95
maze-32-4,maze-32-32-4-random-4,200,0,vanilla,False,-1,-1,8050,20001.5,0,0
maze-32-4,maze-32-32-4-random-4,200,0,tb_step_w10,False,-1,-1,8050,20007.0,355000,1775
maze-32-4,maze-32-32-4-random-4,200,0,tb_agent_w10,False,-1,-1,8050,20008.5,333494,824
maze-32-4,maze-32-32-4-random-4,200,0,tb_start_w10,False,-1,-1,8050,20000.9,200,1
maze-32-4,maze-32-32-4-random-4,200,0,tb_step_wall,False,-1,-1,8050,20005.9,118800,594
maze-32-4,maze-32-32-4-random-4,200,1,vanilla,False,-1,-1,8050,20000.8,0,0
maze-32-4,maze-32-32-4-random-4,200,1,tb_step_w10,False,-1,-1,8050,20004.3,626800,3134
maze-32-4,maze-32-32-4-random-4,200,0,pen0.1_step_w10,False,-1,-1,8050,20180.7,547400,2737
maze-32-4,maze-32-32-4-random-5,50,0,vanilla,True,2734,98,2323,61.4,0,0
maze-32-4,maze-32-32-4-random-4,200,1,tb_agent_w10,False,-1,-1,8050,20000.5,587826,1442
maze-32-4,maze-32-32-4-random-5,50,0,tb_start_w10,True,2791,109,2323,108.4,50,1
maze-32-4,maze-32-32-4-random-5,50,0,tb_step_w10,True,2651,106,2323,444.0,5300,106
maze-32-4,maze-32-32-4-random-4,200,1,tb_start_w10,False,-1,-1,8050,20001.8,200,1
maze-32-4,maze-32-32-4-random-5,50,1,vanilla,True,2711,98,2323,63.9,0,0
maze-32-4,maze-32-32-4-random-5,50,0,pen0.1_step_w10,True,2570,98,2323,452.4,4900,98
maze-32-4,maze-32-32-4-random-4,200,1,tb_step_wall,False,-1,-1,8050,20020.8,110000,550
maze-32-4,maze-32-32-4-random-5,50,1,tb_start_w10,True,2798,109,2323,182.9,50,1
maze-32-4,maze-32-32-4-random-5,50,0,tb_agent_w10,True,2563,98,2323,1227.9,9800,98
maze-32-4,maze-32-32-4-random-5,50,1,tb_step_w10,True,2643,101,2323,719.8,5050,101
maze-32-4,maze-32-32-4-random-5,50,0,tb_step_wall,True,2570,98,2323,1182.7,4900,98
maze-32-4,maze-32-32-4-random-5,50,2,vanilla,True,2749,98,2323,63.4,0,0
maze-32-4,maze-32-32-4-random-5,50,1,tb_agent_w10,True,2572,98,2323,775.9,9800,98
maze-32-4,maze-32-32-4-random-5,50,2,tb_start_w10,True,2784,111,2323,107.2,50,1
maze-32-4,maze-32-32-4-random-5,50,2,tb_step_w10,True,2644,102,2323,440.9,5100,102
maze-32-4,maze-32-32-4-random-5,50,1,pen0.1_step_w10,True,2566,98,2323,725.6,4900,98
maze-32-4,maze-32-32-4-random-5,100,0,vanilla,True,6002,108,4353,140.5,0,0
maze-32-4,maze-32-32-4-random-5,50,2,pen0.1_step_w10,True,2586,98,2323,446.2,4900,98
maze-32-4,maze-32-32-4-random-5,50,2,tb_agent_w10,True,2563,98,2323,1231.4,9800,98
maze-32-4,maze-32-32-4-random-5,50,2,tb_step_wall,True,2572,98,2323,1160.0,4900,98
maze-32-4,maze-32-32-4-random-4,200,1,pen0.1_step_w10,False,-1,-1,8050,20001.3,332400,1662
maze-32-4,maze-32-32-4-random-5,50,1,tb_step_wall,True,2586,98,2323,1883.0,4900,98
maze-32-4,maze-32-32-4-random-5,100,0,tb_start_w10,True,5947,134,4353,386.1,100,1
maze-32-4,maze-32-32-4-random-5,100,1,vanilla,True,5900,98,4353,114.1,0,0
maze-32-4,maze-32-32-4-random-5,100,0,tb_step_w10,True,5405,98,4353,1407.7,9800,98
maze-32-4,maze-32-32-4-random-5,100,0,tb_agent_w10,True,5378,98,4353,1577.0,19608,98
maze-32-4,maze-32-32-4-random-5,100,1,tb_start_w10,True,5978,130,4353,406.2,100,1
maze-32-4,maze-32-32-4-random-5,100,0,pen0.1_step_w10,True,5566,98,4353,1523.8,9800,98
maze-32-4,maze-32-32-4-random-5,100,1,tb_step_w10,True,5370,98,4353,1417.9,9800,98
maze-32-4,maze-32-32-4-random-5,100,2,vanilla,True,5972,99,4353,120.2,0,0
maze-32-4,maze-32-32-4-random-5,100,0,tb_step_wall,True,5418,98,4353,2233.3,9800,98
maze-32-4,maze-32-32-4-random-5,100,1,pen0.1_step_w10,True,5509,98,4353,1485.0,9800,98
maze-32-4,maze-32-32-4-random-5,100,1,tb_agent_w10,True,5373,98,4353,2548.4,19607,98
maze-32-4,maze-32-32-4-random-5,100,1,tb_step_wall,True,5456,98,4353,2272.4,9800,98
maze-32-4,maze-32-32-4-random-5,100,2,tb_step_w10,True,5455,109,4353,1611.0,11100,111
maze-32-4,maze-32-32-4-random-5,150,0,vanilla,True,10495,121,6464,204.8,0,0
maze-32-4,maze-32-32-4-random-5,100,2,tb_agent_w10,True,5401,98,4353,2536.0,19610,98
maze-32-4,maze-32-32-4-random-5,100,2,pen0.1_step_w10,True,5583,109,4353,1560.2,11400,114
maze-32-4,maze-32-32-4-random-5,150,0,tb_start_w10,True,10911,182,6464,1400.1,150,1
maze-32-4,maze-32-32-4-random-5,100,2,tb_step_wall,True,5584,115,4353,3694.7,12400,124
maze-32-4,maze-32-32-4-random-4,200,2,vanilla,False,-1,-1,8050,20000.6,0,0
maze-32-4,maze-32-32-4-random-4,200,2,tb_step_w10,False,-1,-1,8050,20003.6,364600,1823
maze-32-4,maze-32-32-4-random-4,200,2,tb_agent_w10,False,-1,-1,8050,20002.3,331239,805
maze-32-4,maze-32-32-4-random-4,200,2,tb_start_w10,False,-1,-1,8050,20000.8,200,1
maze-32-4,maze-32-32-4-random-4,200,2,tb_step_wall,False,-1,-1,8050,20001.4,114600,573
maze-32-4,maze-32-32-4-random-4,200,2,pen0.1_step_w10,False,-1,-1,8050,20006.1,581000,2905
maze-32-4,maze-32-32-4-random-5,150,2,vanilla,True,10757,121,6464,176.5,0,0
maze-32-4,maze-32-32-4-random-5,150,1,pen0.1_step_w10,True,9459,123,6464,2521.6,18450,123
maze-32-4,maze-32-32-4-random-5,100,2,tb_start_w10,False,-1,-1,4353,20000.5,100,1
maze-32-4,maze-32-32-4-random-5,150,0,tb_step_w10,False,-1,-1,6464,20001.9,970650,6471
maze-32-4,maze-32-32-4-random-5,150,0,tb_agent_w10,False,-1,-1,6464,20000.5,2781151,6674
maze-32-4,maze-32-32-4-random-5,150,2,tb_agent_w10,True,9252,110,6464,4302.2,38438,116
maze-32-4,maze-32-32-4-random-5,150,0,tb_step_wall,False,-1,-1,6464,20000.5,780900,5206
maze-32-4,maze-32-32-4-random-5,150,0,pen0.1_step_w10,False,-1,-1,6464,20002.6,655500,4370
maze-32-4,maze-32-32-4-random-5,150,1,vanilla,False,-1,-1,6464,20000.5,0,0
maze-32-4,maze-32-32-4-random-5,150,1,tb_step_w10,False,-1,-1,6464,20001.6,1389300,9262
maze-32-4,maze-32-32-4-random-5,150,1,tb_agent_w10,False,-1,-1,6464,20001.8,1569129,3780
maze-32-4,maze-32-32-4-random-5,150,1,tb_start_w10,False,-1,-1,6464,20000.4,150,1
maze-32-4,maze-32-32-4-random-5,150,1,tb_step_wall,False,-1,-1,6464,20001.0,792900,5286
maze-32-4,maze-32-32-4-random-5,150,2,tb_step_w10,False,-1,-1,6464,20000.5,1389600,9264
maze-32-4,maze-32-32-4-random-5,150,2,tb_start_w10,False,-1,-1,6464,20000.3,150,1
maze-32-4,maze-32-32-4-random-5,150,2,tb_step_wall,False,-1,-1,6464,20000.5,1359600,9064
maze-32-4,maze-32-32-4-random-5,150,2,pen0.1_step_w10,False,-1,-1,6464,20001.8,760050,5067
maze-32-4,maze-32-32-4-random-5,200,0,vanilla,False,-1,-1,8501,20000.9,0,0
maze-32-4,maze-32-32-4-random-5,200,0,tb_step_w10,False,-1,-1,8501,20004.8,568600,2843
maze-32-4,maze-32-32-4-random-5,200,0,tb_agent_w10,False,-1,-1,8501,20005.3,333321,810
maze-32-4,maze-32-32-4-random-5,200,0,tb_start_w10,False,-1,-1,8501,20000.3,200,1
maze-32-4,maze-32-32-4-random-5,200,0,tb_step_wall,False,-1,-1,8501,20000.1,113600,568
maze-32-4,maze-32-32-4-random-5,200,0,pen0.1_step_w10,False,-1,-1,8501,20001.6,309600,1548
maze-32-4,maze-32-32-4-random-5,200,1,vanilla,False,-1,-1,8501,20000.9,0,0
empty32,empty-32-32-random-1,50,0,vanilla,True,1078,43,961,47.9,0,0
maze-32-4,maze-32-32-4-random-5,200,1,tb_step_w10,False,-1,-1,8501,20006.4,362800,1814
empty32,empty-32-32-random-1,50,0,tb_step_w10,True,1002,43,961,290.8,2150,43
empty32,empty-32-32-random-1,50,0,tb_start_w10,True,1097,50,961,122.1,50,1
empty32,empty-32-32-random-1,50,0,tb_agent_w10,True,994,43,961,478.1,4300,43
maze-32-4,maze-32-32-4-random-5,200,1,tb_agent_w10,False,-1,-1,8501,20013.2,330804,813
empty32,empty-32-32-random-1,50,1,vanilla,True,1052,45,961,48.5,0,0
empty32,empty-32-32-random-1,50,0,pen0.1_step_w10,True,1002,43,961,299.1,2150,43
empty32,empty-32-32-random-1,50,0,tb_step_wall,True,1001,43,961,423.8,2150,43
empty32,empty-32-32-random-1,50,1,tb_start_w10,True,1099,50,961,124.5,50,1
empty32,empty-32-32-random-1,50,1,tb_step_w10,True,1002,43,961,294.9,2150,43
empty32,empty-32-32-random-1,50,1,tb_agent_w10,True,996,43,961,475.5,4300,43
empty32,empty-32-32-random-1,50,1,pen0.1_step_w10,True,1002,43,961,306.3,2150,43
empty32,empty-32-32-random-1,50,2,vanilla,True,1053,45,961,43.3,0,0
empty32,empty-32-32-random-1,50,1,tb_step_wall,True,1003,43,961,425.6,2150,43
empty32,empty-32-32-random-1,50,2,tb_start_w10,True,1099,50,961,122.5,50,1
empty32,empty-32-32-random-1,50,2,tb_step_w10,True,1000,43,961,296.2,2150,43
empty32,empty-32-32-random-1,50,2,tb_agent_w10,True,994,43,961,476.2,4300,43
empty32,empty-32-32-random-1,50,2,pen0.1_step_w10,True,1000,43,961,305.6,2150,43
empty32,empty-32-32-random-1,50,2,tb_step_wall,True,999,43,961,423.8,2150,43
empty32,empty-32-32-random-1,100,0,vanilla,True,2412,48,2128,105.7,0,0
empty32,empty-32-32-random-1,100,0,tb_start_w10,True,2435,48,2128,255.3,100,1
empty32,empty-32-32-random-1,100,0,tb_step_w10,True,2302,48,2128,657.3,4800,48
empty32,empty-32-32-random-1,100,0,tb_agent_w10,True,2288,48,2128,1079.1,9600,48
empty32,empty-32-32-random-1,100,1,vanilla,True,2434,48,2128,108.7,0,0
empty32,empty-32-32-random-1,100,0,tb_step_wall,True,2307,48,2128,964.7,4800,48
empty32,empty-32-32-random-1,100,0,pen0.1_step_w10,True,2302,48,2128,683.0,4800,48
empty32,empty-32-32-random-1,100,1,tb_start_w10,True,2429,48,2128,253.6,100,1
empty32,empty-32-32-random-1,100,1,tb_step_w10,True,2301,48,2128,659.3,4800,48
empty32,empty-32-32-random-1,100,1,tb_agent_w10,True,2289,48,2128,1070.2,9600,48
empty32,empty-32-32-random-1,100,2,vanilla,True,2407,48,2128,131.2,0,0
empty32,empty-32-32-random-1,100,1,tb_step_wall,True,2303,48,2128,966.7,4800,48
empty32,empty-32-32-random-1,100,1,pen0.1_step_w10,True,2301,48,2128,685.7,4800,48
empty32,empty-32-32-random-1,100,2,tb_start_w10,True,2433,48,2128,252.3,100,1
empty32,empty-32-32-random-1,100,2,tb_step_w10,True,2309,48,2128,656.8,4800,48
maze-32-4,maze-32-32-4-random-5,200,1,tb_start_w10,False,-1,-1,8501,20001.0,200,1
empty32,empty-32-32-random-1,150,0,vanilla,True,3959,52,3231,150.5,0,0
empty32,empty-32-32-random-1,100,2,tb_agent_w10,True,2285,48,2128,1075.3,9600,48
empty32,empty-32-32-random-1,100,2,tb_step_wall,True,2307,48,2128,975.8,4800,48
empty32,empty-32-32-random-1,100,2,pen0.1_step_w10,True,2309,48,2128,679.7,4800,48
maze-32-4,maze-32-32-4-random-5,200,1,tb_step_wall,False,-1,-1,8501,20009.6,220400,1102
empty32,empty-32-32-random-1,150,0,tb_start_w10,True,4274,79,3231,454.9,150,1
